ums,nach,pers,umse,nache,perse,pdwichtig,umheute,aspekte,aufwand,behoerde,beh_grund,unsicher,datengm,ds_unter,ds_forsch,kund_dat,a_positiv,a_rsicher,a_gefahr,a_aufwand,a_kompliz,a_vorteil,a_vertrau,a_inno,a_kost,a_berat,a_proz,a_stand,a_ki,a_forsch,a_nachteil,erf_speich,si_speich,erf_intern,si_intern,erf_extunt,si_extunt,erf_forsch,si_forsch,br_zahl,br08,bges,gk9,gk4,aweight,online,vg,br04,br07
runter,runter,gleich,gleich,gleich,runter,4,5,3,3,2,Beschwerde eines Kundenmitarbeiters gegen Kontaktaufnahme,1,4,1,1,4,3,4,1,4,4,3,3,2,4,4,4,5,3,1,4,1,3,2,4,1,3,1,3,2,IKT-Hardware,130,100-249,>=100,8.576923076923077,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,4,4,2,3,3,,2,4,3,3,3,1,3,1,3,4,1,1,1,4,4,4,1,1,1,1,,,,,,,,,,Sonstiges VG,9,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
hoch,gleich,runter,hoch,gleich,hoch,5,4,2,3,3,,1,5,3,3,5,1,1,1,5,5,1,1,3,3,2,1,1,2,1,5,1,3,2,3,1,3,1,3,1,ReSteuWip,7,5-9,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,gleich,gleich,runter,1,3,3,4,3,,3,3,3,3,3,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,Sonstiges VG,5,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,runter,hoch,hoch,runter,5,5,2,3,3,,2,5,1,2,4,2,2,3,4,5,2,1,3,5,5,3,4,2,5,2,,,,,,,,,,Sonstiges VG,150,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,gleich,1,4,3,3,3,,1,4,3,1,2,1,2,2,5,4,4,2,2,5,5,2,2,4,4,4,,,,,,,,,,Sonstiges VG,10,10-19,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
runter,runter,gleich,runter,gleich,gleich,2,4,3,4,3,,2,4,1,3,3,1,3,2,4,5,1,1,2,2,2,2,2,1,1,2,,,,,,,,,,Sonstiges VG,148,100-249,>=100,91.66292134831461,0,VG,VG,Sonstiges VG
runter,runter,gleich,hoch,hoch,gleich,5,4,3,2,3,,2,5,3,3,3,1,4,1,4,5,1,1,4,5,5,5,4,1,1,3,2,3,1,3,1,5,,5,2,Sonstiges VG,165,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,,gleich,2,4,3,3,3,,2,3,3,3,3,2,2,3,4,4,2,2,3,4,3,2,2,1,1,4,1,5,2,4,1,5,1,5,1,Fahrzeugbau,115,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
runter,runter,runter,gleich,gleich,gleich,3,3,2,2,3,,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Sonstiges VG,72,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,hoch,runter,gleich,hoch,gleich,4,4,2,3,3,,1,3,1,3,2,1,3,2,4,3,1,1,4,5,5,4,4,4,1,4,1,5,1,5,1,5,1,5,2,Maschinenbau,1483,>=1000,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,hoch,hoch,hoch,hoch,hoch,5,5,2,3,3,,1,5,3,3,5,5,4,1,3,4,2,5,2,4,4,4,4,1,2,2,1,5,2,5,1,5,1,5,1,UBeratung,100,100-249,>=100,11.625,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,runter,runter,gleich,5,4,3,4,3,,2,4,3,3,2,1,1,2,5,5,1,1,5,5,5,3,1,4,1,5,1,5,1,4,1,5,1,5,2,Chemie/Pharma,19,10-19,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
gleich,runter,hoch,runter,runter,hoch,5,4,2,3,3,,2,5,1,1,5,1,3,3,5,4,3,3,3,4,4,4,5,2,2,2,1,5,2,4,1,4,1,4,2,FuE,25,20-49,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,hoch,gleich,gleich,gleich,gleich,2,5,3,3,3,,1,1,3,3,3,1,3,2,4,5,3,3,4,4,5,3,2,3,1,5,1,4,1,4,1,4,1,4,1,Sonstiges VG,50,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
hoch,hoch,gleich,gleich,gleich,gleich,4,4,2,4,3,,1,3,1,3,4,1,2,2,5,5,2,4,3,5,5,3,3,3,1,3,,,,,,,,,,ReSteuWip,8,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,gleich,runter,2,3,2,4,3,,2,2,3,3,4,1,1,3,1,1,5,1,3,1,2,2,3,3,1,3,1,3,2,4,2,3,1,3,2,Sonstiges VG,93,50-99,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
hoch,hoch,gleich,hoch,hoch,hoch,5,4,2,3,3,,2,5,1,3,2,1,3,3,5,4,1,4,2,5,5,5,4,1,3,5,1,4,2,4,1,5,1,5,1,Fahrzeugbau,11,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
hoch,hoch,gleich,gleich,gleich,gleich,2,3,2,2,3,,1,2,3,3,4,2,3,1,2,4,3,2,3,4,2,2,2,1,1,2,,,,,,,,,,Sonstiges VG,7,5-9,5-19,647.0133333333333,0,VG,VG,Sonstiges VG
hoch,gleich,gleich,gleich,gleich,hoch,3,5,2,3,3,,2,5,3,3,,2,2,3,4,4,2,2,3,5,5,3,4,2,1,3,,,,,,,,,,ReSteuWip,45,20-49,20-99,86.62222222222222,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,gleich,gleich,gleich,gleich,gleich,5,5,3,4,1,Datenschutzvorfälle,2,4,2,3,5,1,2,3,5,5,2,2,4,4,5,2,2,5,3,4,1,5,2,4,1,5,1,5,2,Sonstiges VG,2106,>=1000,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
gleich,gleich,runter,gleich,gleich,gleich,5,5,2,3,3,,1,5,3,3,,3,4,2,4,4,2,4,4,4,4,4,3,4,4,4,,,,,,,,,,UBeratung,290,250-499,>=100,11.625,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,5,1,2,1,,1,5,3,1,5,5,5,1,2,2,1,5,1,2,2,5,5,1,1,1,1,5,2,5,1,5,1,5,3,UBeratung,131,100-249,>=100,11.625,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,hoch,hoch,gleich,gleich,4,4,2,4,2,Betrugsfall& Buchhaltung/ Falsche Rechnung,1,5,1,3,5,2,4,2,5,4,2,3,4,5,4,5,2,5,2,3,1,2,1,4,1,,1,4,4,UBeratung,38,20-49,20-99,96.14285714285714,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,hoch,hoch,5,5,2,3,3,,1,5,1,1,5,2,2,2,5,5,1,2,4,5,4,1,1,1,1,4,1,5,2,5,1,5,1,5,3,IKT-Dienstleister,4,5-9,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,hoch,gleich,gleich,5,5,3,3,3,,1,5,3,3,5,1,1,3,5,5,1,1,4,5,5,4,1,1,1,1,2,5,2,5,2,5,2,5,1,ReSteuWip,5,5-9,5-19,604.1142857142858,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,gleich,hoch,hoch,hoch,4,4,2,2,3,,1,4,3,3,5,3,4,1,3,2,1,4,3,4,4,4,4,4,1,3,,,,,,,,,,IKT-Dienstleister,120,100-249,>=100,35.70454545454545,0,Infowi,IKT-Branche,IKT-Branche
gleich,,gleich,runter,runter,runter,3,4,2,3,3,,2,3,3,3,4,2,2,4,4,4,2,4,3,4,5,4,4,4,4,4,2,,1,3,1,4,1,4,2,FuE,50,50-99,20-99,26.85714285714286,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,gleich,gleich,hoch,hoch,2,3,3,2,3,,2,2,1,3,2,1,1,1,2,3,1,2,2,3,3,2,2,1,1,2,1,4,1,4,1,3,1,3,1,techDL,101,100-249,>=100,27.52,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,gleich,gleich,gleich,1,4,2,3,2,konkrete Frage wie wir mit Daten umzugehen haben,3,3,3,3,5,3,3,1,4,4,3,5,3,3,4,3,3,3,1,2,1,4,1,3,1,5,1,3,1,IKT-Dienstleister,14,10-19,5-19,315.4047619047619,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,gleich,gleich,hoch,5,5,1,2,3,,2,5,2,3,4,3,4,1,2,1,3,3,1,2,4,5,5,1,1,1,2,2,2,2,1,4,,4,1,Medienbranche,14,10-19,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,runter,runter,runter,3,5,2,2,3,,1,4,1,3,5,1,4,1,3,3,1,3,2,4,5,4,2,3,1,,,,,,,,,,,Chemie/Pharma,100,100-249,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
gleich,hoch,gleich,gleich,hoch,hoch,3,4,3,3,3,,2,3,3,3,5,1,1,3,4,4,1,1,1,3,1,3,3,5,5,5,,,,,,,,,,ReSteuWip,8,5-9,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,hoch,runter,hoch,gleich,gleich,3,3,2,2,3,,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,Maschinenbau,14,10-19,5-19,155.2,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,runter,gleich,2,1,2,3,3,,3,2,3,3,4,2,2,3,4,4,2,2,3,2,2,2,3,3,3,3,,,,,,,,,,Maschinenbau,5,5-9,5-19,155.2,0,VG,VG,Maschinenbau
gleich,gleich,gleich,hoch,hoch,gleich,5,4,3,4,3,,1,5,3,3,3,1,4,4,5,4,3,3,3,5,4,3,3,1,1,3,1,5,2,3,1,5,1,3,3,Medienbranche,15,10-19,5-19,130.2916666666667,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,gleich,hoch,hoch,gleich,2,1,3,2,3,,4,1,3,3,4,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,1,Chemie/Pharma,9,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
runter,runter,,runter,runter,runter,2,4,3,2,3,,1,2,3,3,4,1,2,1,5,5,1,3,4,5,5,4,1,3,1,4,2,5,2,5,1,5,1,5,3,Chemie/Pharma,49,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,gleich,runter,runter,runter,runter,4,5,3,3,3,,2,4,1,3,3,1,2,2,4,5,3,3,3,5,2,3,3,3,1,1,,,,,,,,,,Maschinenbau,108,100-249,>=100,39.74509803921568,0,VG,VG,Maschinenbau
hoch,hoch,hoch,hoch,hoch,hoch,4,4,3,3,3,,3,5,2,3,3,2,3,4,4,5,3,3,4,3,2,3,4,3,2,3,,,,,,,,,,Maschinenbau,82,50-99,20-99,81.19565217391305,0,VG,VG,Maschinenbau
runter,runter,runter,runter,runter,runter,5,5,2,2,3,,1,,3,3,4,3,3,4,5,5,3,3,4,5,5,4,4,4,3,4,,,,,,,,,,Sonstiges VG,200,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,gleich,runter,gleich,5,5,2,3,3,,2,5,3,3,4,3,5,1,3,3,3,4,3,4,5,4,5,1,3,1,1,4,2,4,1,5,1,5,2,Maschinenbau,143,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,runter,runter,2,4,3,3,3,,2,5,3,2,5,1,2,3,4,4,2,3,3,5,5,5,4,2,5,5,2,5,1,5,1,5,,5,3,Chemie/Pharma,50,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
hoch,hoch,hoch,gleich,gleich,gleich,2,4,3,2,3,,3,4,3,3,3,1,1,3,4,4,1,3,5,5,5,4,4,4,4,5,1,3,2,3,2,3,2,3,3,Sonstiges VG,24,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
hoch,gleich,hoch,gleich,gleich,gleich,3,5,2,2,3,,2,2,3,3,4,1,4,2,3,3,1,3,3,3,4,4,3,2,2,3,1,5,2,4,1,5,1,5,1,Fahrzeugbau,43,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
runter,runter,gleich,gleich,gleich,gleich,2,4,2,2,3,,2,1,3,3,2,1,1,1,4,3,1,1,1,4,4,4,4,1,1,1,2,2,,,,,,,,Chemie/Pharma,100,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,runter,gleich,gleich,gleich,gleich,4,5,3,3,2,Anzeige durch Mitarbeiter,3,2,3,3,2,1,1,4,5,5,5,1,5,5,5,3,1,3,1,5,1,4,2,4,1,4,1,4,2,Fahrzeugbau,70,50-99,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
hoch,hoch,hoch,hoch,hoch,gleich,1,5,1,3,3,,1,2,3,3,5,1,5,1,4,2,1,3,2,5,5,5,3,3,1,1,,,,,,,,,,Chemie/Pharma,88,50-99,20-99,23.925,0,VG,VG,Chemie/Pharma
runter,gleich,gleich,hoch,gleich,gleich,3,5,2,2,3,,1,3,3,3,5,3,4,1,2,2,3,3,2,2,4,4,4,2,3,3,1,4,1,4,1,4,1,4,2,Chemie/Pharma,270,250-499,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,gleich,runter,hoch,gleich,gleich,1,3,3,3,3,,3,1,3,3,2,1,3,4,4,5,1,1,4,4,3,1,1,1,1,5,1,4,1,3,1,5,1,4,1,Sonstiges VG,37,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,,,5,3,4,3,,1,5,3,3,5,1,3,1,5,5,1,1,1,5,5,5,1,1,1,4,2,2,2,5,1,3,2,3,1,Maschinenbau,235,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,5,5,3,3,3,,1,5,3,3,5,2,4,4,5,5,1,3,4,4,4,1,4,3,3,5,2,4,2,4,1,4,1,4,1,Maschinenbau,345,250-499,>=100,39.74509803921568,1,VG,VG,Maschinenbau
hoch,hoch,gleich,gleich,gleich,gleich,5,4,2,2,3,,1,5,3,3,5,1,5,1,1,1,1,1,1,1,5,5,5,1,1,1,1,,2,3,1,3,1,3,1,Sonstiges VG,7,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
gleich,runter,gleich,gleich,gleich,gleich,,3,2,2,3,,2,5,3,3,4,3,4,2,2,2,3,3,2,2,2,2,3,1,1,1,1,3,2,3,1,3,1,3,,Chemie/Pharma,69,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,runter,gleich,runter,gleich,runter,3,3,3,3,3,,3,3,3,3,4,1,1,3,4,4,2,2,3,5,4,4,2,,,4,2,4,2,3,1,4,1,4,1,Chemie/Pharma,8,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
gleich,gleich,hoch,hoch,hoch,hoch,5,5,2,3,3,,2,5,3,3,5,3,4,1,4,3,1,4,1,2,3,3,3,1,1,1,1,3,1,3,1,5,1,5,1,Chemie/Pharma,23,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
hoch,,hoch,gleich,,gleich,5,4,3,3,3,,2,4,3,3,4,1,2,2,4,4,2,1,3,4,4,1,4,1,1,4,2,2,2,2,1,5,1,5,2,Chemie/Pharma,73,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
runter,gleich,runter,runter,gleich,gleich,2,5,2,3,3,,2,2,3,3,3,1,1,3,3,3,1,1,4,3,3,2,2,3,3,5,1,4,1,3,1,5,1,4,2,Chemie/Pharma,9,5-9,5-19,25.51219512195122,1,VG,VG,Chemie/Pharma
gleich,hoch,hoch,hoch,hoch,hoch,1,4,2,3,3,,2,2,1,1,5,1,1,1,5,3,1,1,1,5,3,1,2,1,1,1,1,5,2,5,1,5,1,5,1,Chemie/Pharma,39,20-49,20-99,23.925,1,VG,VG,Chemie/Pharma
gleich,gleich,hoch,gleich,gleich,gleich,4,4,3,4,3,,3,4,2,2,1,1,1,4,5,5,1,3,4,4,5,3,2,3,5,5,1,1,2,1,1,1,1,1,2,Maschinenbau,31,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,runter,gleich,runter,gleich,4,3,3,3,3,,3,3,3,3,2,2,2,2,3,4,2,2,3,2,3,1,2,1,3,4,1,4,2,4,1,4,1,4,4,Fahrzeugbau,6,5-9,5-19,38.76,1,VG,VG,Fahrzeugbau
runter,runter,gleich,runter,runter,gleich,4,4,2,3,3,,3,4,3,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,Fahrzeugbau,6,5-9,5-19,38.76,0,VG,VG,Fahrzeugbau
gleich,hoch,gleich,hoch,hoch,hoch,3,4,2,3,3,,2,4,2,2,2,1,1,4,1,1,1,1,3,1,3,1,3,1,1,1,,,,,,,,,,Sonstiges VG,26,20-49,20-99,242.8137254901961,0,VG,VG,Sonstiges VG
hoch,gleich,gleich,gleich,gleich,gleich,3,3,2,3,3,,2,2,3,3,4,1,2,2,3,3,3,3,3,4,3,3,3,3,3,3,2,4,1,4,1,5,1,5,2,Fahrzeugbau,19,10-19,5-19,38.76,1,VG,VG,Fahrzeugbau
gleich,hoch,hoch,hoch,gleich,hoch,4,5,3,3,3,,1,3,3,3,1,1,2,5,5,,1,2,4,5,5,2,4,4,1,4,1,4,2,4,1,4,1,4,1,Maschinenbau,159,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
runter,gleich,runter,runter,runter,runter,3,4,3,3,3,,2,2,3,3,4,1,1,3,5,5,1,3,4,4,5,2,2,1,5,4,,,,,,,,,,Chemie/Pharma,60,50-99,20-99,23.925,1,VG,VG,Chemie/Pharma
hoch,gleich,gleich,runter,runter,runter,1,4,3,3,3,,1,2,3,3,3,1,5,1,3,3,1,3,1,4,3,3,3,3,3,3,,,,,,,,,,Chemie/Pharma,10,10-19,5-19,25.51219512195122,0,VG,VG,Chemie/Pharma
runter,runter,gleich,runter,runter,gleich,2,5,2,2,3,,2,3,3,3,5,3,3,1,1,1,5,3,1,5,5,5,5,1,1,1,1,4,2,3,1,3,2,3,2,Maschinenbau,30,20-49,20-99,81.19565217391305,1,VG,VG,Maschinenbau
runter,runter,gleich,runter,runter,gleich,4,5,3,2,3,,1,4,3,3,2,2,1,2,4,4,1,1,1,5,5,4,3,1,1,1,2,5,2,5,1,3,1,3,1,Maschinenbau,105,100-249,>=100,39.74509803921568,1,VG,VG,Maschinenbau
gleich,gleich,hoch,gleich,gleich,hoch,2,4,3,4,3,,2,3,3,3,4,1,2,4,4,4,1,3,3,4,5,2,2,4,1,3,1,5,2,2,1,2,1,2,2,Chemie/Pharma,115,100-249,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,gleich,hoch,hoch,gleich,hoch,4,5,2,3,3,,1,5,2,1,,1,2,1,4,5,1,2,4,4,3,1,1,3,5,5,,,,,,,,,,IKT-Hardware,61,50-99,20-99,14.84848484848485,0,Infowi,IKT-Branche,IKT-Branche
gleich,runter,runter,runter,runter,runter,4,4,3,3,3,,2,4,3,3,5,2,4,2,3,3,2,3,3,4,4,4,3,3,3,3,,,,,,,,,1,Sonstiges VG,110,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,runter,gleich,runter,runter,gleich,5,4,2,3,3,,3,3,1,1,4,1,3,1,3,2,1,1,3,2,2,2,3,5,4,4,1,1,1,1,1,3,1,1,1,sonstigeDL,4,5-9,5-19,114.8181818181818,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,1,5,3,3,3,,1,4,3,3,2,1,1,4,5,5,1,1,4,5,5,2,2,4,2,2,1,,2,5,1,5,1,5,2,Medienbranche,20,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
runter,runter,runter,hoch,hoch,hoch,5,4,2,3,3,,2,4,3,3,5,2,3,3,4,4,3,4,4,5,4,2,2,1,1,4,1,4,2,4,1,4,1,4,2,IKT-Dienstleister,110,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,hoch,4,4,2,3,3,,1,4,2,2,4,1,3,1,4,4,4,2,2,4,4,4,4,3,3,3,,,,,,,,,,Chemie/Pharma,490,250-499,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
runter,runter,gleich,gleich,gleich,gleich,5,3,3,3,3,,3,5,3,3,5,1,2,3,3,3,1,1,4,4,3,3,2,1,1,1,,,,,,,,,,ReSteuWip,11,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,hoch,gleich,hoch,hoch,gleich,4,5,2,4,3,,1,4,3,3,4,3,4,1,5,4,1,3,4,4,1,5,3,1,3,1,1,5,2,5,1,5,1,5,2,IKT-Hardware,23,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
hoch,hoch,hoch,hoch,hoch,hoch,5,3,2,3,3,,2,5,1,,5,1,4,1,5,4,1,5,3,5,5,5,3,1,1,1,1,4,1,4,1,5,1,5,3,IKT-Dienstleister,86,50-99,20-99,127.1875,1,Infowi,IKT-Branche,IKT-Branche
runter,runter,gleich,runter,runter,gleich,5,3,3,4,3,,,4,3,3,5,3,3,3,5,5,3,3,5,3,1,2,2,2,2,2,2,3,2,,2,1,1,3,1,Sonstiges VG,5,5-9,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
gleich,hoch,gleich,hoch,hoch,hoch,5,4,2,3,1,,2,5,1,1,4,2,4,1,5,4,3,3,2,5,3,5,4,3,2,2,,,,,,,,,,Chemie/Pharma,129,100-249,>=100,15.38297872340426,0,VG,VG,Chemie/Pharma
runter,runter,runter,hoch,hoch,gleich,5,4,2,,3,,1,5,3,2,4,4,5,1,5,3,2,1,4,5,3,5,5,3,1,2,,,,,,,,,,Chemie/Pharma,29,20-49,20-99,23.925,0,VG,VG,Chemie/Pharma
runter,runter,runter,hoch,gleich,gleich,5,5,2,3,3,,2,5,3,3,5,3,4,3,5,5,4,4,3,4,4,4,4,3,2,3,1,3,2,3,1,5,1,5,4,Sonstiges VG,24,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
gleich,gleich,gleich,gleich,gleich,gleich,1,2,3,4,3,,3,2,1,3,3,1,1,2,5,4,1,1,3,4,4,3,2,3,3,4,1,1,1,1,1,4,1,5,1,Sonstiges VG,15,10-19,5-19,647.0133333333333,1,VG,VG,Sonstiges VG
hoch,hoch,hoch,,hoch,hoch,5,5,3,4,3,,2,5,1,3,2,1,2,5,5,5,1,3,5,4,4,1,2,5,1,5,1,5,1,2,1,5,1,4,1,IKT-Hardware,21,20-49,20-99,14.84848484848485,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,5,5,2,3,3,,1,5,3,3,5,1,3,1,4,3,1,1,1,3,4,3,1,1,1,1,,,,,,,,,,Maschinenbau,38,20-49,20-99,81.19565217391305,0,VG,VG,Maschinenbau
runter,runter,gleich,gleich,gleich,gleich,3,4,2,3,3,,2,4,2,3,4,3,3,2,3,2,3,4,2,2,1,3,3,1,1,1,,,,,,,,,,techDL,70,50-99,20-99,83.43636363636364,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,5,3,2,3,3,,2,5,3,3,5,1,3,3,3,3,3,1,3,1,1,3,2,2,1,3,1,3,2,3,1,4,1,4,1,UBeratung,36,20-49,20-99,96.14285714285714,1,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
gleich,gleich,gleich,gleich,gleich,gleich,4,3,2,3,3,,2,3,3,3,4,1,3,2,4,4,2,3,2,4,4,4,3,1,1,1,,,,,,,,,,techDL,19,10-19,5-19,289.140350877193,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
hoch,gleich,hoch,hoch,gleich,hoch,5,5,2,3,3,,1,5,3,3,5,2,4,1,4,3,2,3,3,4,1,3,2,4,1,1,1,3,2,4,1,5,1,5,2,IKT-Dienstleister,111,100-249,>=100,35.70454545454545,1,Infowi,IKT-Branche,IKT-Branche
gleich,gleich,gleich,gleich,gleich,gleich,3,4,2,3,3,,2,4,1,3,4,3,4,2,4,4,3,3,3,3,2,3,3,4,3,3,1,4,2,3,1,3,1,3,,Medienbranche,30,20-49,20-99,35.17073170731707,1,Infowi,Mediendienstleister,Mediendienstleister
gleich,gleich,gleich,runter,runter,runter,1,4,3,3,,Anfrage zur Auslegung einzelner Vorgaben,2,1,3,3,4,1,3,1,5,4,2,3,2,5,5,2,2,3,1,1,1,4,1,4,1,5,1,5,1,Sonstiges VG,168,100-249,>=100,91.66292134831461,1,VG,VG,Sonstiges VG
runter,hoch,gleich,hoch,hoch,runter,1,4,1,3,3,,2,1,1,,,5,5,1,5,5,3,5,1,5,5,5,5,1,5,3,,,,,,,,,,ReSteuWip,11,10-19,5-19,604.1142857142858,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,runter,runter,runter,runter,5,5,2,3,3,,1,5,1,3,5,2,4,1,5,4,3,3,4,5,3,4,4,2,2,2,1,5,1,4,1,5,1,5,5,Chemie/Pharma,450,250-499,>=100,15.38297872340426,1,VG,VG,Chemie/Pharma
runter,gleich,gleich,gleich,gleich,gleich,3,4,3,2,3,,2,3,3,3,4,1,2,1,4,3,5,1,1,5,5,5,3,1,1,5,1,4,2,4,1,5,1,5,1,Fahrzeugbau,165,100-249,>=100,20.375,1,VG,VG,Fahrzeugbau
gleich,runter,gleich,gleich,runter,runter,2,5,2,2,3,,2,2,3,3,5,1,1,1,3,1,1,1,1,1,5,1,1,3,1,1,1,3,2,1,1,5,1,2,1,Sonstiges VG,20,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,runter,runter,runter,runter,4,5,2,2,2,,1,5,1,1,5,1,5,1,4,4,2,5,4,5,5,5,5,3,1,4,,,,,,,,,,FuE,81,50-99,20-99,26.85714285714286,0,Infowi,Wissensintensive Dienstleister,Wissensintensive Dienstleister
runter,runter,gleich,hoch,hoch,gleich,5,3,3,4,3,,1,5,3,3,3,2,2,2,4,4,2,1,2,3,1,1,3,2,2,2,2,4,2,4,2,4,2,4,2,Sonstiges VG,22,20-49,20-99,242.8137254901961,1,VG,VG,Sonstiges VG
runter,runter,runter,gleich,gleich,gleich,4,4,3,3,3,,3,3,3,3,3,1,2,4,5,4,3,3,3,4,4,3,4,3,1,4,,,,,,,,,,Maschinenbau,40,20-49,20-99,81.19565217391305,0,VG,VG,Maschinenbau
,,hoch,,,hoch,3,3,2,3,3,,2,3,1,3,3,,,,,,,,,,,,,,,,1,3,1,3,1,3,1,3,,Maschinenbau,74,50-99,20-99,81.19565217391305,1,VG,VG,Maschinenbau
gleich,gleich,gleich,gleich,gleich,gleich,5,3,3,4,3,,4,5,3,3,1,1,1,3,5,5,,1,3,4,4,1,1,1,1,,2,2,1,4,1,5,1,2,1,Fahrzeugbau,27,20-49,20-99,26.93333333333333,1,VG,VG,Fahrzeugbau
